Name,Brand,Link,Price,OldPrice,BestSeller,Stock,Coupon,RevNo,Stars
Pull-Tab Elastic-Insert Slip-on Shoes For Men,Grinta,/-/en/Grinta-Pull-Tab-Elastic-Insert-Slip-Shoes/dp/B096MP9XYW/ref=sr_1_13383?m=A1ZVRGNO5AYLOV&qid=1653401456&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13383,389,EGP 440.00,,,,,3.6 out of 5 stars
mens WR132w20 Sweatshirt (pack of 2),White Rabbit,/-/en/White-Rabbit-Tri-Tone-Hoodie-Zipper/dp/B09LF524JD/ref=sr_1_13384?m=A1ZVRGNO5AYLOV&qid=1653401456&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13384,539,,,,,,
14K Gold Cubic Zircon Stone Embellished Detail Charm for Women - Gold,PANDORA,/-/en/Pandora-Cubic-Zircon-Embellished-Detail/dp/B00PEUOTYY/ref=sr_1_13385?m=A1ZVRGNO5AYLOV&qid=1653401456&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13385,,,,,,,
Faux Leather Snake Pattern Front Metal Zipper Shoulder Bag for Women - Camel,Glitter,/-/en/Glitter-Leather-Pattern-Zipper-Shoulder/dp/B0994PQQZC/ref=sr_1_13386?m=A1ZVRGNO5AYLOV&qid=1653401456&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13386,305,,,,,,1.0 out of 5 stars
Tri-Tone Zip Through Neck Boys Puffer Jacket,Andora,/-/en/Andora-Tri-Tone-Through-Puffer-Jacket/dp/B09SQ7BYPG/ref=sr_1_13387?m=A1ZVRGNO5AYLOV&qid=1653401456&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13387,400,,Limited time deal,,,,
Girls Velour Pajama With Stitched Pattern - Fuchsia & Navy,Andora,/-/en/Andora-Girls-Velour-Pajama-Stitched-Pattern/dp/B09MGD499H/ref=sr_1_13388?m=A1ZVRGNO5AYLOV&qid=1653401456&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13388,199,EGP 449.00,Limited time deal,,,,1.0 out of 5 stars
Mens Multi dial Quartz Watch with Leather Strap 1791577,Tommy Hilfiger,/-/en/Tommy-Hilfiger-Quartz-Leather-1791577/dp/B07QNH3VX1/ref=sr_1_13389?m=A1ZVRGNO5AYLOV&qid=1653401456&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13389,"2,055",,,,,,
mens Heavy Knitted Cardigan,Andora,/-/en/Andora-mens-Heavy-Knitted-Cardigan/dp/B09JCG625Y/ref=sr_1_13390?m=A1ZVRGNO5AYLOV&qid=1653401456&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13390,449,,,,,,2.0 out of 5 stars
Women's Watch with Gold Stainless Steel Band,Just Cavalli,/-/en/CAVALLI-Womens-Watch-Stainless-Steel/dp/B088KQMRNC/ref=sr_1_13391?m=A1ZVRGNO5AYLOV&qid=1653401456&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13391,"3,089","EGP 3,689.00",,,,,
V-Neck Long Sleeves Plaids Dress - Havan-L,Andora,/-/en/Andora-womens-V-Neck-Sleeves-Plaids/dp/B09FQ4PNYM/ref=sr_1_13392?m=A1ZVRGNO5AYLOV&qid=1653401456&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13392,149,,Limited time deal,,,,
USR81002-56 Stainless Steel Engraved-Logo Wide Band Ring for Women - Silver,GUESS,/-/en/Guess-USR81002-56-Stainless-Steel-Engraved-Logo/dp/B00J8N00X2/ref=sr_1_13393?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13393,239,,,,,,
Prime Leader Bedding All Season Comforter Duvet Insert Colorful Mandala Pattern with Saying: Good Day Soft Down Alternative Comforter Winter Warm Plush Microfiber Fill Quilted Bedding,Dahab,/-/en/Dahab-Cotton-Cat-Print-Elastic-Trim-High-Rise/dp/B08BCTB5B9/ref=sr_1_13394?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13394,29,,,,,,
96340 Off,Ravin,/-/en/Ravin-Knitted-Turtle-Cropped-Sweater/dp/B09PRR6K3T/ref=sr_1_13395?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13395,189,,,,,,
Stainless Steel Band Analog Watch For Women - Silver,Casio,/-/en/CASIO-Stainless-Steel-Analog-Watch/dp/B0842YX1Y6/ref=sr_1_13396?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13396,,,,,,,5.0 out of 5 stars
I Love Me Leather Band Engraved Butterflies Analog Watch for Women - Baby Blue and Silver,Titan,/-/en/Titan-Leather-Engraved-Butterflies-Analog/dp/B08468QYMR/ref=sr_1_13397?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13397,549,,,,,,
"Baby-girls Embroidered Flowers Fleece Shoes, Color:",Mix & Max,/-/en/Mix-Max-Baby-girls-Embroidered-Flowers/dp/B09GFYB91B/ref=sr_1_13398?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13398,209,,,,,,3.3 out of 5 stars
Side Contrast Panel Stitched Detail Lace-up Running Shoes For Men - Beige - 43 EU,Anta,/-/en/Anta-Contrast-Stitched-Lace-up-Running/dp/B0994PQ4XP/ref=sr_1_13399?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13399,"1,019",,,,,,
Women's Watch with Black Leather Band,Just Cavalli,/-/en/CAVALLI-Womens-Watch-Black-Leather/dp/B09R9FS3R9/ref=sr_1_13400?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13400,"4,205",,,,,,
95902 Elastic Hem Cotton Standard Fit Pants - Light,Ravin,/-/en/Ravin-95902-Elastic-Cotton-Standard/dp/B09N8QHTQQ/ref=sr_1_13401?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13401,399,,,,,,
Textile,ANOO,/-/en/ANOO-Textile-Black-Sneakers-Easy/dp/B09K3DN2KM/ref=sr_1_13402?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13402,189,,,,,,
Toucan-Pattern Crew-Neck T-Shirt for Men S,Aeropostale,/-/en/Aeropostale-Toucan-Pattern-Crew-Neck-T-Shirt-Men/dp/B099P6JK97/ref=sr_1_13403?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13403,999,,,,,,
Glossy Kiltie-Fringe with Tassel Loafer for Men,Grinta,/-/en/Grinta-Glossy-Kiltie-Fringe-Tassel-Loafer/dp/B093FVR3KB/ref=sr_1_13404?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13404,349,,,,,,
Watch For Men Stainless Steel Mtp V005G 7Budf,Casio,/-/en/Casio-Watch-Stainless-Steel-V005G/dp/B079L5VVJT/ref=sr_1_13405?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13405,759,,,,,,
Chuck Taylor Leather Rubber-Sole Lace-up Sneakers for Kids,Converse,/-/en/Converse-Leather-Rubber-Sole-Lace-up-Sneakers/dp/B013QXUFMA/ref=sr_1_13406?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13406,"1,019",,,,,,5.0 out of 5 stars
Wire Medal - Ni3 - black for Car keys,OTHER,/-/en/Wire-Medal-Ni3-black-keys/dp/B09CLR895B/ref=sr_1_13407?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13407,,,,,,,
Letter Print Lace Detail T-shirt for Women,Ravin,/-/en/Ravin-Letter-Print-Detail-T-shirt/dp/B095PX9XBJ/ref=sr_1_13408?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13408,159,,,,,,
"Mens Quartz, Analog Display and Silicone Strap Watch - W0674G2",GUESS,/-/en/Guess-Quartz-Analog-Display-Silicone/dp/B012N6W0SS/ref=sr_1_13409?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13409,"4,229",,,,,,
Full Flashing Roller Skate Shoe Adjustable with Protective Suit for Kids Girls and Boys,SportQ,/-/en/Flashing-Roller-Skate-Adjustable-Protective/dp/B09RBBWGJR/ref=sr_1_13410?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13410,,,,,,,
Armani Exchange AX2719 Leather Round Analog Water Resistant Watch for Men - Black,A|X Armani Exchange,/-/en/Armani-Exchange-AX2719-Leather-Resistant/dp/B07ZDMRG12/ref=sr_1_13411?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13411,"3,489",,,,,,
"tiger square brown lens sunglasses for men, size 54",Lois,/-/en/Lois-tiger-square-brown-sunglasses/dp/B09HR49FD3/ref=sr_1_13412?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13412,"1,150",,,,,,
Glittery Strap Flip Flop Slippers For Women,Aeropostale,/-/en/Aeropostale-Glittery-Strap-Slippers-Women/dp/B099P7XP51/ref=sr_1_13413?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13413,833,,,,,,
Plain Elastic Trims Long Sleeves Off-Shoulder Blouse for Women,Aeropostale,/-/en/Aeropostale-Elastic-Sleeves-Off-Shoulder-Blouse/dp/B08WJMYSPD/ref=sr_1_13414?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13414,377,,Limited time deal,,,,
Plain Long Raglan Sleeves Off Shoulder Bodysuit for Women,Aeropostale,/-/en/Aeropostale-Raglan-Sleeves-Shoulder-Bodysuit/dp/B08WJLB5L2/ref=sr_1_13415?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13415,275,,Limited time deal,,,,
Woman Likra Trainning Suit With Long,CAESAR,/-/en/Caesar-Woman-Likra-Trainning-Zipper/dp/B09QMKDVFN/ref=sr_1_13416?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13416,249,EGP 282.00,Limited time deal,,,,
Printed Jumpsuit for boys,junior,/-/en/Junior-Printed-Jumpsuit-boys-Grey/dp/B09PKD661Y/ref=sr_1_13417?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13417,,,Limited time deal,,,,
womens 5193A Blouse (pack of 1),Aeropostale,/-/en/Aeropostale-5193A-LSTop-YELLOW-M/dp/B09LM51BH1/ref=sr_1_13418?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13418,449,,Limited time deal,,,,
Cosmic Foam Portal-X Patterned Low-Top Velcro Sneakers for Kids,Skechers,/-/en/Skechers-Portal-X-Patterned-Low-Top-Sneakers/dp/B01N7I05T4/ref=sr_1_13419?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13419,"1,019",,,,,,
Men Fashion Sneakers,Grinta,/-/en/Grinta-Men-Fashion-Sneakers-WHITE/dp/B09QYYLJMD/ref=sr_1_13420?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13420,259,,,,,,
9CM HEEL Casual Shoe For,Al Baraem,/-/en/Al-Baraem-HEEL-Casual-Women/dp/B09F1MDMCG/ref=sr_1_13421?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13421,409,,,,,,1.0 out of 5 stars
Floral Pattern Short Sleeves V Neck with Belt Dress for Women S,2Xtremz,/-/en/2Xtremz-Floral-Pattern-Short-Sleeves/dp/B09BMKLJGT/ref=sr_1_13422?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13422,559,,,,,,
Reebok,Reebok,/-/en/Reebok-REEBOK-SUPREME-RUNNING-SHOES/dp/B096CQCC65/ref=sr_1_13423?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13423,709,,,,,,4.7 out of 5 stars
MALE FERRARI RACE X-RAY 2 WHITE-ROSSO CORSA-WHITE - 42 EU,PUMA,/-/en/Puma-FERRARI-X-RAY-WHITE-ROSSO-CORSA-WHITE/dp/B081QNN4NB/ref=sr_1_13424?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13424,,,,,,,3.9 out of 5 stars
Men Black Dial Stainless Steel Band Watch - Ca0690-88E,Citizen,/-/en/Citizen-Black-Stainless-Steel-Watch/dp/B07J1WS5FM/ref=sr_1_13425?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13425,"6,609",,,,,,4.2 out of 5 stars
Vogue;Sun;Brown Gradient;Sunglasses: With Lenses Of Plastics;Woman;Dark Havana,Vogue Eyewear,/-/en/Vogue-Sun-Brown-Gradient-Sunglasses/dp/B00F2REKZ2/ref=sr_1_13426?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13426,"2,719",,,,,,
55372 Bi-Tone Fashionable Bomber Jacket - Beige & Neon Pink,Ravin,/-/en/Ravin-Bi-Tone-Fashionable-Bomber-Jacket/dp/B09G45H9BB/ref=sr_1_13427?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13427,309,,,,,,1.0 out of 5 stars
Classics Summer Retreat City Front-Logo Unisex Crossbody Bag - Black,Reebok,/-/en/Reebok-Classics-Retreat-Front-Logo-Crossbody/dp/B08XYC65VJ/ref=sr_1_13428?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13428,329,,,,,,
ESSENTIALS Women‘s Tote Bag - Black - One Size,TEMPO,/-/en/Tempo-ESSENTIALS-Womens-Tote-Bag/dp/B09S6CKSCF/ref=sr_1_13429?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13429,"1,050",,Limited time deal,,,,
Women's Watch with Beige Leather Band,Esprit,/-/en/ESPRIT-Womens-Watch-Beige-Leather/dp/B09R93NSNF/ref=sr_1_13430?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13430,"2,589",,Limited time deal,,,,
Female SP-Splash Basic Regular Tanktops-8600599 W SPAGHETTI,SP-Splash Basic,/-/en/SP-Splash-Basic-Regular-Tanktops-8600599-SPAGHETTI/dp/B09GPJ9DZP/ref=sr_1_13431?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13431,79,EGP 89.00,Limited time deal,,,,
Floral Long-Sleeve Rounded-Hem Blouse for Women L,Premoda,/-/en/Premoda-Floral-Long-Sleeve-Rounded-Hem-Blouse/dp/B099P6MX7S/ref=sr_1_13432?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13432,389,EGP 536.00,,,,,
"Floral Pattern Front Bow Bikini Pantie for Girls - Heather Grey, 12 Years",Skills,/-/en/Skills-Floral-Pattern-Bikini-Pantie/dp/B08BKJ7VB2/ref=sr_1_13433?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13433,16,,Limited time deal,,,,
ZFPSP022 Glittery Bezel Fabric Round Watch For Girls - Gradient Pink Navy,Flik Flak,/-/en/Flik-Flak-ZFPSP022-Glittery-Fabric/dp/B076H4HF2S/ref=sr_1_13434?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13434,559,,Limited time deal,,,,
Women's Dial Stainless Steel Band Watch - W0335L1,GUESS,/-/en/Guess-Womens-Stainless-Steel-Watch/dp/B00QF998TY/ref=sr_1_13435?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13435,"2,089",,,,,,
Contrast Print Short Sleeves T-Shirt for Women S,Aeropostale,/-/en/Aeropostale-Contrast-Print-Sleeves-T-Shirt/dp/B099P7Y4XQ/ref=sr_1_13436?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13436,699,,,,,,
Men Printed Hoodie Sweatshirt,Grinta,/-/en/Grinta-Printed-Hoodie-Sweatshirt-Black/dp/B09K6RNTB2/ref=sr_1_13437?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13437,219,EGP 309.00,,,,,5.0 out of 5 stars
Leather Patterned Single Tongue Rectangular Buckle Casual Belt for Women,U By Misura,/-/en/Misura-Leather-Patterned-Single-Rectangular/dp/B08WJJJ9HN/ref=sr_1_13438?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13438,269,,,,,,
Floral Pattern Scoop Neck Short Sleeves T-Shirt for Women,Ravin,/-/en/Ravin-Floral-Pattern-Sleeves-T-Shirt/dp/B095PYWCMV/ref=sr_1_13439?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13439,99,,,,,,1.0 out of 5 stars
G-Shock Resin Band Analog Digital Watch for Women - White,Casio,/-/en/CASIO-G-Shock-Resin-Analog-Digital/dp/B081K9XTZK/ref=sr_1_13440?m=A1ZVRGNO5AYLOV&qid=1653401458&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13440,"2,269",,,,,,
Essentials Chest Logo Side Pocket Zip-Up Hooded Jacket for Men,Reebok,/-/en/Reebok-Essentials-Pocket-Zip-Up-Hooded/dp/B082R7JK9P/ref=sr_1_13441?m=A1ZVRGNO5AYLOV&qid=1653401459&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13441,579,,Limited time deal,,,,
"Calmleg Pencil Case With Zipper, 20 x 10 x 5 cm - Multi Color, 2725605553604",Kalemlig,/-/en/Calmleg-Pencil-Case-Zipper-2725605553604/dp/B09BJQ23R8/ref=sr_1_13442?m=A1ZVRGNO5AYLOV&qid=1653401459&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13442,89,,,,,,4.2 out of 5 stars
94387 High-Low Winter Long Basic Pullover - Lilac,Ravin,/-/en/Ravin-94387-High-Low-Winter-Pullover/dp/B09K5X3WDJ/ref=sr_1_13443?m=A1ZVRGNO5AYLOV&qid=1653401459&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13443,229,,,,,,
93398 Turn Down Collar Black & White Houndstooth Cropped Jacket,Ravin,/-/en/Ravin-Collar-Houndstooth-Cropped-Multicolour/dp/B09G3K18J5/ref=sr_1_13444?m=A1ZVRGNO5AYLOV&qid=1653401459&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13444,449,,,,,,
"Tie-Dye Letter-Print Crew-Neck T-Shirt for Men - Light Blue and White, M",Aeropostale,/-/en/Aeropostale-Tie-Dye-Letter-Print-Crew-Neck-T-Shirt/dp/B099P7J85L/ref=sr_1_13445?m=A1ZVRGNO5AYLOV&qid=1653401459&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13445,849,,,,,,
Internal Fur Suede Jacket,Premoda,/-/en/Internal-Fur-Suede-Jacket-Black/dp/B09L8DXBV8/ref=sr_1_13446?m=A1ZVRGNO5AYLOV&qid=1653401459&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13446,"1,041","EGP 1,199.99",,,,,
W1049G5 Wire-Accent Bezel Round Silicone Analog Watch for Men - Black Gold,GUESS,/-/en/Guess-W1049G5-Wire-Accent-Silicone-Analog/dp/B07N15XCJ2/ref=sr_1_13447?m=A1ZVRGNO5AYLOV&qid=1653401459&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13447,"2,551","EGP 2,859.00",,,,,1.0 out of 5 stars
"Calmleg Pencil Case With Zipper, 20 x 10 x 5 cm - Multi Color, 2725605554090",Kalemlig,/-/en/Calmleg-Pencil-Case-Zipper-2725605554090/dp/B09BJPTRQT/ref=sr_1_13448?m=A1ZVRGNO5AYLOV&qid=1653401459&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13448,156,,,,,,4.5 out of 5 stars
94551 Front Snap Buttons Pique Casual Denim Shirt,Ravin,/-/en/Ravin-94551-Front-Buttons-Casual/dp/B09M44RX97/ref=sr_1_13449?m=A1ZVRGNO5AYLOV&qid=1653401459&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13449,349,,,,,,
Eco-Drive Analog Black Dial Women's Watch-GA1055-57F,Citizen,/-/en/Citizen-Eco-Drive-Analog-Womens-Watch-GA1055-57F/dp/B07P9FM3QR/ref=sr_1_13450?m=A1ZVRGNO5AYLOV&qid=1653401459&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13450,"3,769",,,,,,4.8 out of 5 stars
"brown rectangular brown lens sunglasses for men, size 57",Lois,/-/en/Lois-brown-rectangular-lens-sunglasses/dp/B09HR2B3V8/ref=sr_1_13451?m=A1ZVRGNO5AYLOV&qid=1653401459&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13451,"1,150",,,,,,5.0 out of 5 stars
"Round Toe Flat Ballerina For Girls , White , 31 Eu",Skippy,/-/en/Skippy-Round-Ballerina-Girls-White/dp/B08BCSFJNV/ref=sr_1_13452?m=A1ZVRGNO5AYLOV&qid=1653401459&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13452,149,,,,,,
Contrast Print Short Sleeves T-Shirt for Women L,Aeropostale,/-/en/Aeropostale-Contrast-Print-Sleeves-T-Shirt/dp/B099P7364B/ref=sr_1_13453?m=A1ZVRGNO5AYLOV&qid=1653401459&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13453,599,,,,,,
Striped Short-Sleeve Side-Vents Regular Fit Polo Shirt for Men,Andora,/-/en/Andora-Striped-Short-Sleeve-Side-Vents-Regular/dp/B096L8SYZG/ref=sr_1_13454?m=A1ZVRGNO5AYLOV&qid=1653401459&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13454,229,,Limited time deal,,,,
"""Treat Yourself With Kindness"" Printed Fleece Sweatshirt - Dark",Andora,/-/en/Andora_-Yourself-Kindness-Printed-Sweatshirt/dp/B09NP8QHSS/ref=sr_1_13455?m=A1ZVRGNO5AYLOV&qid=1653401459&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13455,169,,Limited time deal,,,,5.0 out of 5 stars
Women High Top Sneakers,Grinta,/-/en/Grinta-Women-High-Sneakers-BLACK/dp/B09K5QWDGV/ref=sr_1_13456?m=A1ZVRGNO5AYLOV&qid=1653401459&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13456,249,EGP 295.00,,,,,5.0 out of 5 stars
Plaids Decorative Buttons Cardigan - Black & Purple-FREE,Andora,/-/en/Andora-Plaids-Decorative-Buttons-Cardigan/dp/B09J93YMK6/ref=sr_1_13457?m=A1ZVRGNO5AYLOV&qid=1653401459&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13457,229,,Limited time deal,,,,
96065 Heather Grey Zipped Knitted Winter Hoodie,Ravin,/-/en/Ravin-Heather-Zipped-Knitted-Winter/dp/B09QCRXWZ7/ref=sr_1_13458?m=A1ZVRGNO5AYLOV&qid=1653401459&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13458,290,,,,,,
Suede Notched Vamp Almond-Toe Slip-On Shoes for Men,Vatrina,/-/en/Vatrina-Suede-Notched-Almond-Toe-Slip/dp/B096L685R6/ref=sr_1_13459?m=A1ZVRGNO5AYLOV&qid=1653401459&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13459,479,,,,,,
Ravin,Ravin,/-/en/Ravin-41651-Turtle-Sleeves-Pullover/dp/B09G3D7NBX/ref=sr_1_13460?m=A1ZVRGNO5AYLOV&qid=1653401459&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13460,179,,,,,,
"Mens M 3S FL FZ HD , Color: Black, Size: L",adidas,/-/en/adidas-Mens-3S-FL-Color/dp/B08SQ89F31/ref=sr_1_13461?m=A1ZVRGNO5AYLOV&qid=1653401459&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13461,"1,049","EGP 1,499.00",,,,,4.0 out of 5 stars
"96266""Vintage"" Self Pattern & Ribbed Detailed",Ravin,/-/en/Ravin-Vintage-Pattern-Detailed-Pullover/dp/B09L75WBMD/ref=sr_1_13462?m=A1ZVRGNO5AYLOV&qid=1653401459&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13462,199,,,,,,
Men 8678F21A Hooded Sweatshirt (pack of 1),Aeropostale,/-/en/New-York-Pullover-Hoodie-Black/dp/B09PRJXS3K/ref=sr_1_13463?m=A1ZVRGNO5AYLOV&qid=1653401459&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13463,575,,Limited time deal,,,,5.0 out of 5 stars
Plain Short Sleeves Round Neck T-shirt with Printed Jumpsuit Set for Girls newborn,El Sayaad,/-/en/El-Sayaad-Sleeves-T-shirt-Jumpsuit/dp/B0994Q21D6/ref=sr_1_13464?m=A1ZVRGNO5AYLOV&qid=1653401459&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13464,159,,,,,,
"Plain Spaghetti Straps Lace Trims Cotton Full Slip for Women - Light Blue, XXL",Dahab,/-/en/Dahab-Plain-Spaghetti-Straps-Cotton/dp/B08BCT93TW/ref=sr_1_13465?m=A1ZVRGNO5AYLOV&qid=1653401459&refinements=p_6%3AA1ZVRGNO5AYLOV&s=fashion&sr=1-13465,109,,,,,,
